代號,名稱,EPS,DividendYield,CashDividend,StockDividend,beta值,三大法人買賣超,十年填權息平均天數,十年填權息成功率
6690,安碁資訊,2.665,,,,1.21,-546.0,2.0,0.1
9938,百和,3.7689999999999997,3.88,1.89,,,1363.0,60.5,1.0
3388,崇越電,5.574,7.4270000000000005,4.89,,,-9.0,247.125,1.0
6180,橘子,1.209,,,,,329.0,194.85714285714286,0.7777777777777778
1339,昭輝,3.762,4.01,1.716666667,,,336.0,67.0,0.8888888888888888
2233,宇隆,5.997999999999999,4.658888889,3.7788888889999996,,,327.0,81.0,0.8888888888888888
2640,大車隊,4.641,4.41625,2.997777778,0.7777777779999999,0.8850000000000001,223.0,174.4285714285714,0.7777777777777778
4571,鈞興-KY,5.05,,,,,10.0,,0.0
2354,鴻準,6.619,2.778,2.09,0.514285714,,-3249.0,51.66666666666666,1.0
5225,東科-KY,3.88,5.68125,2.73,,,-238.0,157.5,0.6666666666666666
2597,潤弘,4.478,8.657,3.985,,,237.0,203.75,1.0
1259,安心,4.802,3.255555556,2.566666667,,0.4483333333333333,11.0,40.625,0.8888888888888888
3026,禾伸堂,3.301,6.959,3.47,,1.2871428571428574,-1687.0,270.6,1.0
6263,普萊德,3.661,6.699,2.89,,,21.0,79.5,1.0
6582,申豐,5.318333333,,,,0.25,806.0,176.25,0.4
8109,博大,4.548,5.859,3.4,,0.6671428571428571,46.0,146.0,1.0
8424,惠普,4.188,5.433333332999999,2.13,,,15.0,257.6666666666667,0.9
2939,凱羿-KY,10.4625,,,,0.5275,6776.0,15.0,0.2
5478,智冠,4.099,3.93,2.844,,0.9014285714285714,973.0,30.2,1.0
3081,聯亞,8.278571429,2.26,6.166666667,,1.254,-2000.0,3.5,0.4444444444444444
3515,華擎,6.117000000000001,8.132,6.358,,0.9685714285714284,2704.0,120.5,1.0
2850,新產,3.6919999999999997,6.435,1.6769999999999998,,,-560.0,311.0,1.0
4974,亞泰,4.091,7.0255555560000005,2.647777778,,,453.0,126.66666666666669,0.9
2926,誠品生活,6.783333333,4.5242857139999995,6.61875,,0.6516666666666667,-1.0,112.25,0.6666666666666666
9942,茂順,5.431,5.447,3.78,,,-861.0,46.875,1.0
6138,茂達,2.197,5.3629999999999995,1.78,,1.3142857142857145,-448.0,13.1,1.0
1326,台化,5.281000000000001,4.8260000000000005,4.265,,1.0242857142857145,-15859.0,211.88888888888889,1.0
6023,元大期,3.585,6.939,2.616,,,-52.0,251.6,1.0
6514,芮特-KY,2.87625,,,,,35.0,164.5,0.4
9917,中保科,4.235,4.643,3.58,,0.4185714285714286,-2512.0,78.875,1.0
3546,宇峻,3.4339999999999997,4.271666667,3.3816666669999997,,1.1042857142857143,-974.0,102.25,0.8888888888888888
8171,天宇,0.606,,,,,-104.0,1.5,0.2
4915,致伸,3.7310000000000003,4.34,1.755555556,,,-5942.0,10.333333333333334,0.9
4987,科誠,5.11,6.628888889,3.777777778,,,1.0,52.85714285714285,0.875
1338,廣華-KY,7.2,3.6475,3.275,,,-216.0,21.875,0.8
6279,胡連,6.68,5.361000000000001,4.8389999999999995,,1.1071428571428572,1508.0,53.0,1.0
